,username,date,content,preprocess_content,sentiment,sentiment_score
92,Oluwafe62754093,2021-04-19 03:14:54+00:00,@_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari If nah your papa bon you show your real face on your profile omoale apofungbemu ayirada  suffering and smiling onijere with that your stupid comment (oni fake account),bigdaddy01 yelesowore mbuhari endsars mbujari nah papa bon real face profile omoale apofungbemu ayirada suffering smiling onijere stupid comment oni fake account,negative,0.9979174733161926
93,OnepgI,2021-04-19 03:07:39+00:00,"@YeleSowore @MBuhari @EndSars @mbujari The manufactures of the N95 mask worn by this imposter of a presidency never designed it to be worn BELOW THE EARS. This thing is fake. Who in the world wears N95s like this if not by the ""PRESIDENCY""",yelesowore mbuhari endsars mbujari manufactures n95 mask worn imposter presidency designed worn ears thing fake world wears n95s like presidency,negative,0.997809112071991
94,solaren40359301,2021-04-19 02:01:41+00:00,@vinxxehi @Janet_Aderinpe @YeleSowore @MBuhari @EndSars @mbujari Naija is finished,vinxxehi janetaderinpe yelesowore mbuhari endsars mbujari naija finished,negative,0.5152913928031921
95,solaren40359301,2021-04-19 02:01:12+00:00,@_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari U no well,bigdaddy01 yelesowore mbuhari endsars mbujari u,positive,0.7179222702980042
96,solaren40359301,2021-04-19 02:00:47+00:00,"@TonyMatt14 @YeleSowore @EndSars Buhari is a great calamity.
None of his generation shall know peace",tonymatt14 yelesowore endsars buhari great calamity generation shall know peace,positive,0.9944605827331543
97,solaren40359301,2021-04-19 02:00:01+00:00,@YeleSowore @MBuhari @EndSars @mbujari Buhari is the worst thing to happen to Nigeria,yelesowore mbuhari endsars mbujari buhari worst thing happen nigeria,negative,0.945672869682312
98,alphozechi,2021-04-18 23:43:44+00:00,@YeleSowore @MBuhari @EndSars @mbujari Blood thirsty old man.,yelesowore mbuhari endsars mbujari blood thirsty old man,positive,0.9163670539855957
99,Ileshababa,2021-04-18 23:14:58+00:00,@YeleSowore @MBuhari @EndSars @mbujari But falana need to tell this boy that he will not end we'll if he continues like this.,yelesowore mbuhari endsars mbujari falana need tell boy end continues like,positive,0.7951676845550537
100,Pido461,2021-04-18 22:29:55+00:00,@YeleSowore @MBuhari @EndSars @mbujari This man has lost his memory and his is not him self again,yelesowore mbuhari endsars mbujari man lost memory self,negative,0.9732763767242432
101,dare_ogungbesan,2021-04-18 22:23:06+00:00,@YeleSowore @MBuhari @EndSars @mbujari I  only heard continity😂😂😂😂🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️,yelesowore mbuhari endsars mbujari heard continity‍‍‍‍‍‍,positive,0.9708632230758667
102,horlayemmy,2021-04-18 21:56:56+00:00,@_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari You're a collateral mumu.,bigdaddy01 yelesowore mbuhari endsars mbujari youre collateral mumu,positive,0.8197142481803894
103,babakabir2010,2021-04-18 21:37:00+00:00,@YeleSowore @MBuhari @EndSars @mbujari 😂😂😂😂😂😂😂😂😂😂😂,yelesowore mbuhari endsars mbujari ,negative,0.6848365664482117
104,obekpom,2021-04-18 21:09:52+00:00,"@Thedarkhorse123 @YeleSowore @MBuhari @EndSars @mbujari @DrIsaPantami @HMKemiAdeosun Asking as if u don't know, those DSS guys don't do no screening, they are just there to take orders.",thedarkhorse123 yelesowore mbuhari endsars mbujari drisapantami hmkemiadeosun asking u dont know dss guys dont screening orders,negative,0.9916204214096069
105,PriscanonyTunde,2021-04-18 20:26:28+00:00,@YeleSowore @MBuhari @EndSars @mbujari Delusional,yelesowore mbuhari endsars mbujari delusional,negative,0.9960500597953796
106,Fulani50433720,2021-04-18 20:26:11+00:00,@YeleSowore @MBuhari @EndSars @mbujari Omoyele walahee pooor,yelesowore mbuhari endsars mbujari omoyele walahee pooor,negative,0.8675779700279236
107,ALIOGA8,2021-04-18 20:10:16+00:00,@YeleSowore @MBuhari @EndSars @mbujari God will pay everyone according to his/her deed,yelesowore mbuhari endsars mbujari god pay according hisher deed,positive,0.9600884914398193
108,Musa610master,2021-04-18 19:36:22+00:00,Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollgate @mbujari ordered killings at Obigbo,buhari terrorist mbuhari ordered massacre 1k shiites night ordered massacre ipob members peaceful gathering secondary schl ordered massacre peaceful endsars protesters lekkitollgate mbujari ordered killings obigbo,negative,0.9924649000167847
109,adurojadgreat,2021-04-18 19:01:26+00:00,@babangidarimi1 @lee_zamba @YeleSowore @MBuhari @EndSars @mbujari Why is it then that your government have not flushed them out the same way he killed endsars youths? You must either be born stupid or have inverted brain.,babangidarimi1 leezamba yelesowore mbuhari endsars mbujari government flushed way killed endsars youths born stupid inverted brain,negative,0.9998376369476318
110,jayome_jackson,2021-04-18 19:00:42+00:00,@YeleSowore @MBuhari @EndSars @mbujari Would you try this under Babangida or Abacha or Obj regimes and go scot free? @mbuhari is a true Democrat.,yelesowore mbuhari endsars mbujari try babangida abacha obj regimes scot free mbuhari true democrat,negative,0.9533050656318665
111,blexxman,2021-04-18 18:59:21+00:00,@YeleSowore @MBuhari @EndSars @mbujari https://t.co/DPNtI2sSXU,yelesowore mbuhari endsars mbujari,negative,0.6848365664482117
112,Prince74143920,2021-04-18 18:50:46+00:00,@_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari Big fool,bigdaddy01 yelesowore mbuhari endsars mbujari big fool,negative,0.9917598366737366
113,KabiruGbadebo,2021-04-18 18:40:14+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Does that mean you failed to do your research very well before you were jumped up and down before 2015 election, bro don't bother to rationalize anything, you're part of the problems, my takes.",yelesowore mbuhari endsars mbujari mean failed research jumped 2015 election bro dont bother rationalize youre problems takes,negative,0.9998365640640259
114,UtomOgbonnia,2021-04-18 17:31:10+00:00,@babangidarimi1 @lee_zamba @YeleSowore @MBuhari @EndSars @mbujari Including @MBuhari,babangidarimi1 leezamba yelesowore mbuhari endsars mbujari including mbuhari,positive,0.5757463574409485
115,AyoProsper9,2021-04-18 17:25:51+00:00,@YeleSowore @MBuhari @EndSars @mbujari #BuhariMustGo,yelesowore mbuhari endsars mbujari buharimustgo,negative,0.5653649568557739
116,msabubakaree,2021-04-18 16:46:22+00:00,@YeleSowore @MBuhari @EndSars @mbujari Lie,yelesowore mbuhari endsars mbujari lie,negative,0.9708014726638794
117,IpobAwka,2021-04-18 16:44:05+00:00,"@YeleSowore @MBuhari @EndSars @mbujari It seems like you have woken up, that's good, the only solution is to support the Biafra oduduwa and others and you will see that part of the world as heaven on earth.thanks",yelesowore mbuhari endsars mbujari like woken thats good solution support biafra oduduwa world heaven earththanks,positive,0.9204654693603516
118,Kenneth46894109,2021-04-18 16:36:57+00:00,"@YeleSowore @MBuhari @EndSars @mbujari The "" continuity "" off me. Coded word... after flying for hours. Just to say continuity. We are finished.",yelesowore mbuhari endsars mbujari continuity coded word flying hours continuity finished,positive,0.9409510493278503
119,uchenna_aroh,2021-04-18 16:30:09+00:00,@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari Just the way they will flush you out.,babangidarimi1 yelesowore mbuhari endsars mbujari way flush,negative,0.923952579498291
120,Kelvin55447646,2021-04-18 16:27:40+00:00,@YeleSowore @MBuhari @EndSars @mbujari Biafra or we all die there,yelesowore mbuhari endsars mbujari biafra die,negative,0.9996523857116699
121,Ayole52519041,2021-04-18 16:10:08+00:00,@YeleSowore @Amaka_Ekwo @MBuhari @EndSars @mbujari #Buhari is dead gullible nigeria can't you guys reason for once. Please stop all this propaganda of buhari buhari,yelesowore amakaekwo mbuhari endsars mbujari buhari dead gullible nigeria cant guys reason stop propaganda buhari buhari,negative,0.9830515384674072
122,godson_achimba,2021-04-18 16:06:27+00:00,@YeleSowore @MBuhari @EndSars @mbujari Why is his nose masks tied to his neck? The more you see the less you understand,yelesowore mbuhari endsars mbujari nose masks tied neck understand,negative,0.9849482178688049
123,Yusuftj21,2021-04-18 16:05:13+00:00,"@YeleSowore @MBuhari @EndSars @mbujari You never rule this country, you are one of the terrorist terrorising this country.",yelesowore mbuhari endsars mbujari rule country terrorist terrorising country,negative,0.9856906533241272
124,TomNwagbo,2021-04-18 16:02:07+00:00,@YeleSowore @MBuhari @EndSars @mbujari Sowore any grant anywhere?,yelesowore mbuhari endsars mbujari sowore grant,positive,0.9854007363319397
125,TimBrownian,2021-04-18 15:47:44+00:00,@YeleSowore @MBuhari @EndSars @mbujari Nigga said continuity.....we don enter am #EndSARS,yelesowore mbuhari endsars mbujari nigga said continuitywe don enter endsars,negative,0.7161183953285217
126,allen4thron,2021-04-18 15:45:57+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Oloriburuku oba opuro. Ole, ole abatenije oloorun.",yelesowore mbuhari endsars mbujari oloriburuku oba opuro ole ole abatenije oloorun,positive,0.6595490574836731
127,babangidarimi1,2021-04-18 15:25:11+00:00,@skaalbgroup @Alexbite1 @lee_zamba @YeleSowore @MBuhari @EndSars @mbujari My guy has deleted the tweet and Japa.,skaalbgroup alexbite1 leezamba yelesowore mbuhari endsars mbujari guy deleted tweet japa,negative,0.9999877214431763
128,PromiseEbuka7,2021-04-18 15:25:10+00:00,@YeleSowore @MBuhari @EndSars @mbujari Divide Nigeria,yelesowore mbuhari endsars mbujari divide nigeria,negative,0.5279632210731506
129,happy420pothead,2021-04-18 15:22:21+00:00,@lee_zamba @babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari Baba don talk am ... Continuity!!!,leezamba babangidarimi1 yelesowore mbuhari endsars mbujari baba don talk continuity,negative,0.5685810446739197
130,happy420pothead,2021-04-18 15:21:23+00:00,@YeleSowore @MBuhari @EndSars @mbujari Aiye me oooo.... Continuity bawo... 😭😭😭,yelesowore mbuhari endsars mbujari aiye oooo continuity bawo ,negative,0.506582498550415
131,collins55337526,2021-04-18 15:18:12+00:00,@KabiruMisali @YeleSowore @MBuhari @EndSars @mbujari Only if u know that u are the one that needs it more @KabiruMisali 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,kabirumisali yelesowore mbuhari endsars mbujari u know u needs kabirumisali 🤷‍🤷‍🤷‍,positive,0.7554399371147156
132,muyiwadot1,2021-04-18 15:16:51+00:00,@YeleSowore @MBuhari @EndSars @mbujari Please they need to test this president reasoning capacity to determine whether he can continue,yelesowore mbuhari endsars mbujari need test president reasoning capacity determine continue,negative,0.5274924039840698
133,muyiwadot1,2021-04-18 15:15:28+00:00,@uche_anike @YeleSowore @MBuhari @EndSars @mbujari Thank you for your response,ucheanike yelesowore mbuhari endsars mbujari thank response,positive,0.9702489972114563
134,amos_adediran,2021-04-18 15:14:02+00:00,@YeleSowore @RevolutionNowNg @MBuhari @EndSars @mbujari What a mess,yelesowore revolutionnowng mbuhari endsars mbujari mess,negative,0.9996490478515625
135,julietezenwonwu,2021-04-18 15:10:21+00:00,@YeleSowore @MBuhari @EndSars @mbujari Continuity kee u dia,yelesowore mbuhari endsars mbujari continuity kee u dia,negative,0.7738942503929138
136,CanYeMess,2021-04-18 15:02:46+00:00,@basolino1 @YeleSowore @BajTunji @MBuhari @EndSars @mbujari Wow!!!,basolino1 yelesowore bajtunji mbuhari endsars mbujari wow,positive,0.9831384420394897
137,SKekeghe,2021-04-18 14:53:49+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Continuity of what? We are seeking reordering and mending of a plundered nation, Baba is enforcing a continuity of the troubles and sciopolitical upheavals. That one word is disturbing! PMB, na beg we dey beg you: we don't want continuity of terrorism, kidnapping and poverty.",yelesowore mbuhari endsars mbujari continuity seeking reordering mending plundered nation baba enforcing continuity troubles sciopolitical upheavals word disturbing pmb na beg dey beg dont want continuity terrorism kidnapping poverty,negative,0.9947638511657715
138,ToluIdowu2376,2021-04-18 14:35:11+00:00,@EweteOluwasegun @YeleSowore @MBuhari @EndSars @mbujari Really???...,eweteoluwasegun yelesowore mbuhari endsars mbujari,positive,0.5877513885498047
139,Ayorinde_Lloyd,2021-04-18 14:34:35+00:00,"@stevobj @_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari I agree,infact a big one",stevobj bigdaddy01 yelesowore mbuhari endsars mbujari agreeinfact big,positive,0.9725282788276672
140,_BigDaddy01,2021-04-18 14:23:53+00:00,@juxcnote @stevobj @YeleSowore @MBuhari @EndSars @mbujari uncircumcised son of jezbel.,juxcnote stevobj yelesowore mbuhari endsars mbujari uncircumcised son jezbel,negative,0.9886751174926758
141,willyg007,2021-04-18 14:18:43+00:00,@YeleSowore @MBuhari @EndSars @mbujari Mogbe🙆‍♂️,yelesowore mbuhari endsars mbujari mogbe‍,negative,0.6893105506896973
142,ahmed_asiwaju,2021-04-18 14:16:25+00:00,@YeleSowore @MBuhari @EndSars @mbujari @YeleSowore  when talking of real kidnapper today you're the one. You kept a lady under same roof taking her GRANTS day and night. the money for 2019 you embezzled it. You constantly take GRANTs for every arrest all in the name of revolution now infact you are a GRANT MASTER.,yelesowore mbuhari endsars mbujari yelesowore talking real kidnapper today youre kept lady roof taking grants day night money 2019 embezzled constantly grants arrest revolution infact grant master,negative,0.9240421652793884
143,BenChuk51558678,2021-04-18 14:16:24+00:00,@YeleSowore @MBuhari @EndSars @mbujari Nigerian government is truly terrorist. It is working hard to turn all NIgerians terrorist. And all cassala go burst.,yelesowore mbuhari endsars mbujari nigerian government truly terrorist working hard turn nigerians terrorist cassala burst,negative,0.9780423045158386
144,gee_spaco,2021-04-18 14:05:49+00:00,@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari Oga thunder scrap your left armpit hairs. So you're in support of the lekki massacre abi.,babangidarimi1 yelesowore mbuhari endsars mbujari oga thunder scrap left armpit hairs youre support lekki massacre abi,negative,0.7780156135559082
145,BajTunji,2021-04-18 13:59:42+00:00,@YeleSowore @MBuhari @EndSars @mbujari Buhari is the Terrorist-in-chief. Know this now,yelesowore mbuhari endsars mbujari buhari terroristinchief know,negative,0.8037346005439758
146,OduntanDaniel1,2021-04-18 13:52:27+00:00,"#EndSARS Says For The Record, I Quote @YeleSowore:@MBuhari is a Terrorist: @MBuhari ordered the massacre of peaceful  @endsars protesters at #Lekkitollgate.
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo https://t.co/KBqevLcNG4 https://t.co/5pG767CfVn",endsars says record quote yelesoworembuhari terrorist mbuhari ordered massacre peaceful endsars protesters lekkitollgate buharimustgo buharimustgo buharimustgo buharimustgo buharimustgo,negative,0.9986166954040527
